Customer_ID,First_Name,Last_Name,Email,Phone,City,State,Country,Signup_Date,Status
199,Priya,Kumar,priya.kumar@gmail.com,7405898777,Delhi,BR,UK,2020-06-11,Inactive
200,Chris,Johnson,chris.johnson@yahoo.com,9290516384,Mumbai,MH,USA,2022-04-10,Active
201,,Jackson,user.jackson@,9514437819,Delhi,CA,India,2024-03-06,Active
202,Chris,,chris.test@mail.com,7744571232,Delhi,KA,India,2024-03-10,Pending
203,Neha,Martin,neha.martin@gmail.com,9847581652,Bangalore,CA,UK,2022-04-29,Active
204,,Thomas,user.thomas@gmail.com,7340246079,Mumbai,DL,USA,2023-01-11,Pending
205,,Kumar,user.kumar@,9397468903,Phoenix,IL,India,2022-06-08,Inactive
206,,Harris,user.harris@,7961101546,Delhi,TX,UK,2024-04-14,Active
207,Chris,,chris.test@gmail.com,8846696368,Bangalore,AZ,India,2019-12-31,Pending
208,Robert,Brown,robert.brown@,6029056046,Houston,DL,USA,2019-04-08,Pending
209,Linda,,linda.test@gmail.com,9242422338,Bangalore,NY,India,2021-02-19,Inactive
210,Linda,White,linda.white@example.com,7850440422,Phoenix,AZ,USA,2019-01-31,Pending
211,,Brown,,7344308515,Mumbai,TX,UK,2023-08-19,Pending
,,,user.test@gmail.com,7081156410,Phoenix,MH,USA,2021-04-18,Active
213,,Johnson,user.johnson@gmail.com,7250629786,Bangalore,TX,UK,2022-12-07,Pending
214,,Sharma,user.sharma@example.com,7059276237,Bangalore,AZ,UK,2023-09-03,Pending
215,Jane,Thomas,jane.thomas@,7223993770,Phoenix,DL,UK,2023-12-10,Active
216,,,user.test@gmail.com,9449858630,Delhi,TX,UK,2022-01-24,Pending
217,Michael,Jackson,michael.jackson@example.com,9716895790,Mumbai,BR,UK,2019-05-08,Pending
218,Michael,Johnson,michael.johnson@mail.com,8409799192,Delhi,MH,UK,2024-01-29,Inactive
219,David,Brown,david.brown@yahoo.com,7722821181,Los Angeles,CA,India,2019-02-01,Active
220,Rahul,White,rahul.white@mail.com,6996348210,New York,MH,USA,2021-08-29,Inactive
221,Priya,Harris,priya.harris@mail.com,7165399798,Phoenix,BR,UK,2019-01-09,Inactive
222,Robert,Johnson,robert.johnson@yahoo.com,8431618874,Chicago,TX,UK,2023-01-17,Pending
223,Michael,Harris,michael.harris@example.com,6688862038,Phoenix,CA,India,2020-04-26,Pending
224,Emily,Taylor,,9023594268,Phoenix,DL,India,2022-02-02,Pending
225,,Smith,user.smith@yahoo.com,9552467968,Bangalore,CA,UK,2022-05-16,Active
226,Priya,Brown,priya.brown@example.com,6676768794,Los Angeles,AZ,USA,2019-12-23,Inactive
227,,Martin,user.martin@mail.com,6929915119,Mumbai,CA,India,2020-12-07,Pending
228,Jane,,jane.test@yahoo.com,9413242991,New York,NY,USA,2023-11-11,Active
229,Robert,Johnson,robert.johnson@,8212364989,Phoenix,DL,UK,2022-03-05,Pending
230,,Anderson,user.anderson@example.com,6158052002,Phoenix,DL,India,2019-03-23,Active
231,Robert,Kumar,robert.kumar@mail.com,9655049522,Patna,DL,India,2020-03-23,Inactive
232,Emily,Martin,,8265123287,Delhi,TX,USA,2022-09-17,Inactive
233,Neha,Martin,neha.martin@mail.com,8243209868,Delhi,MH,USA,2021-08-27,Pending
234,Rahul,Johnson,rahul.johnson@example.com,7332207268,Los Angeles,CA,India,2022-01-13,Active
235,Michael,Thomas,michael.thomas@example.com,8921758892,Mumbai,AZ,India,2022-01-02,Pending
236,Robert,Anderson,robert.anderson@mail.com,8639130914,Houston,NY,UK,2023-08-10,Pending
237,Anna,Brown,anna.brown@mail.com,6445630000,Phoenix,TX,UK,2019-12-27,Active
238,Jane,,jane.test@yahoo.com,7033722148,Mumbai,MH,India,2019-10-11,Inactive
239,Rahul,Johnson,rahul.johnson@gmail.com,7118657708,Houston,CA,USA,2020-07-28,Inactive
240,,Kumar,user.kumar@mail.com,7431253365,Houston,MH,USA,2022-12-04,Inactive
241,,Kumar,user.kumar@mail.com,8460626185,Bangalore,MH,USA,2021-04-27,Pending
242,Michael,Brown,michael.brown@yahoo.com,9691247142,New York,KA,USA,2020-05-29,Active
243,,,user.test@,8679428460,Chicago,MH,UK,2020-06-08,Pending
244,Rahul,Smith,rahul.smith@mail.com,6434415174,Patna,IL,USA,2019-10-30,Inactive
245,,Johnson,user.johnson@yahoo.com,7630985263,Houston,KA,UK,2020-09-20,Pending
246,Rahul,,rahul.test@gmail.com,7012585307,New York,TX,USA,2019-07-31,Pending
247,Rahul,,,6208694934,Los Angeles,TX,USA,2020-09-13,Inactive
248,Emily,Brown,,9542864395,Mumbai,BR,UK,2020-01-24,Active
249,,Anderson,user.anderson@,9396292863,Mumbai,BR,USA,2024-04-11,Inactive
250,John,Thomas,john.thomas@example.com,9484292284,Mumbai,TX,India,2019-12-01,Active
251,Robert,,,9288070833,Los Angeles,KA,UK,2023-03-25,Inactive
252,John,Thomas,john.thomas@example.com,7063954798,Houston,KA,UK,2023-03-05,Inactive
253,Anna,Johnson,anna.johnson@,7129821057,New York,TX,UK,2022-12-14,Inactive
254,Linda,Harris,,7801948507,Phoenix,IL,India,2023-08-11,Inactive
255,Jane,Taylor,jane.taylor@example.com,9111845184,Patna,KA,UK,2022-08-27,Active
256,,Harris,,9906462340,Patna,BR,UK,2022-01-25,Active
257,John,White,,8067886972,Phoenix,BR,India,2020-01-15,Inactive
,,Thomas,,8310249294,Phoenix,MH,India,2021-06-02,Inactive
259,Linda,Taylor,,8656702574,Bangalore,AZ,USA,2020-06-18,Pending
260,John,Jackson,john.jackson@mail.com,9732775088,Patna,MH,India,2022-02-18,Pending
261,David,,david.test@,8664770724,Patna,IL,UK,2019-09-16,Active
262,Chris,Smith,chris.smith@gmail.com,7925816036,Houston,IL,UK,2022-06-05,Pending
263,Chris,Harris,chris.harris@gmail.com,9121822451,Patna,IL,USA,2021-08-23,Inactive
264,Anna,Harris,,8233337310,Bangalore,DL,India,2022-03-17,Pending
265,Priya,Brown,priya.brown@,7489673716,Los Angeles,MH,UK,2024-05-07,Pending
266,Priya,,priya.test@yahoo.com,6116641056,Mumbai,MH,USA,2020-07-02,Pending
267,Neha,Thomas,neha.thomas@,8858263115,Chicago,NY,UK,2024-06-07,Active
268,Priya,White,priya.white@yahoo.com,7753128744,Chicago,IL,India,2022-12-03,Active
269,Chris,Johnson,chris.johnson@mail.com,9328465130,Patna,KA,USA,2023-03-28,Pending
270,,Martin,user.martin@gmail.com,7746273158,Los Angeles,MH,USA,2020-03-29,Active
271,Rahul,Sharma,rahul.sharma@example.com,8426277723,Phoenix,MH,USA,2019-06-20,Active
272,Michael,,michael.test@yahoo.com,6938051626,Los Angeles,DL,USA,2022-02-21,Pending
273,,White,user.white@gmail.com,7461935790,Delhi,NY,USA,2023-08-06,Pending
274,Sarah,Harris,sarah.harris@,8086616352,Patna,TX,India,2024-06-10,Inactive
275,Anna,Jackson,anna.jackson@mail.com,6830256821,Houston,AZ,India,2020-03-30,Active
276,Michael,Sharma,michael.sharma@example.com,7114319433,New York,CA,USA,2022-03-27,Pending
277,Anna,Jackson,,8114971235,Los Angeles,IL,UK,2020-07-22,Pending
,Neha,,,8266956593,New York,TX,USA,2019-03-18,Inactive
279,Rahul,Kumar,rahul.kumar@yahoo.com,8885161145,Chicago,DL,India,2023-03-02,Active
280,Emily,Sharma,emily.sharma@example.com,9399268203,Delhi,MH,UK,2019-01-24,Inactive
281,Chris,Thomas,chris.thomas@,7940578213,Delhi,CA,UK,2022-05-18,Pending
282,David,Sharma,david.sharma@example.com,7556345432,Houston,KA,UK,2021-01-03,Inactive
283,Neha,Thomas,neha.thomas@example.com,9489360513,Phoenix,TX,USA,2022-03-01,Active
284,Jane,Brown,jane.brown@,7058783821,Mumbai,KA,UK,2021-03-02,Pending
285,Sarah,,sarah.test@yahoo.com,7183166271,Los Angeles,IL,India,2022-06-23,Active
286,,Smith,,9426682785,Delhi,NY,UK,2022-12-26,Inactive
287,Michael,,michael.test@,8107874319,Bangalore,NY,UK,2020-09-17,Inactive
288,Emily,Johnson,emily.johnson@example.com,6539937741,Delhi,AZ,USA,2024-03-17,Active
289,Priya,Sharma,priya.sharma@yahoo.com,6935980787,New York,MH,India,2023-02-08,Active
290,Anna,White,,8798062446,Houston,KA,USA,2020-09-30,Active
291,Chris,Kumar,,8274887331,Phoenix,IL,USA,2023-01-03,Inactive
292,Rahul,Sharma,rahul.sharma@gmail.com,6111925565,Patna,AZ,India,2024-03-07,Pending
293,Priya,Harris,priya.harris@example.com,8638687699,Phoenix,KA,UK,2021-07-17,Active
294,Robert,Johnson,,9076970619,Los Angeles,TX,India,2024-05-13,Inactive
,Rahul,Brown,rahul.brown@yahoo.com,9577318067,Delhi,KA,India,2021-05-25,Inactive
296,Sarah,Johnson,sarah.johnson@mail.com,9306952680,Bangalore,IL,USA,2020-10-04,Inactive
297,Michael,Thomas,michael.thomas@mail.com,7952923227,Bangalore,NY,USA,2022-03-08,Inactive
298,Rahul,Harris,rahul.harris@gmail.com,9575210224,New York,IL,India,2021-02-05,Active
299,,Smith,user.smith@mail.com,7348960485,Mumbai,AZ,UK,2019-04-17,Pending
300,,,user.test@gmail.com,8824113112,Mumbai,IL,USA,2021-08-08,Inactive
301,Sarah,Taylor,sarah.taylor@gmail.com,6646278186,Los Angeles,DL,UK,2024-06-10,Inactive
302,Rahul,Harris,rahul.harris@example.com,7605386113,Chicago,MH,USA,2020-08-20,Inactive
303,Anna,,anna.test@example.com,8506254112,Patna,NY,India,2020-01-22,Pending
304,Neha,,neha.test@gmail.com,8169825383,Chicago,AZ,USA,2024-06-16,Inactive
,Amit,,amit.test@,9009416296,Houston,KA,India,2023-07-16,Pending
306,Michael,Johnson,michael.johnson@gmail.com,9671362479,New York,TX,India,2022-08-21,Active
